,text,class
1301,"Extreme loud and pokr loud music..
Durga puja menu put a big hole in my pocket..
Sorry about negative beginning.
Brewed beer is always good here..
The pizza was exceptional.
ZOmato gold is der , so more fun..
Please do not allow smoking inside..keep it restricted to smoking zone..I myself smoke but would like the ambience clear..",negative
647,"Different presentation of simple food is the wow factor. But for few items quantity was less than expected. Falooda presentation is flop as it was very uncomfortable to eat it from plate. Rest food taste was so so.. v ate pavbhaji kulcha chola(it was not hot), starting drink was mango on rocks but unfortunately mango was not sweet .. so not a good experience for us.",negative
3685,"Situated in naktala
Authentic Chinese
Cheap and reasonable buffet
Awesome ambiance
Nice decor and interior
Courteous and friendly staff
Prompt and quick service
Finger licking food
Value for money
Followforfollow on Facebook and Instagram :- anirbandas9432",positive
3675,"Located near the Atghara petrol pump in Chinar Park, this cafe is an excellent locale to celebrate birthdays, anniversaries, candlelight dinners and a lot of other celebrations. The decor of the cafe is extremely sophisticated. The food is excellent. They serve a huge variety of mocktails as well as dishes and also do not forget to taste their brownies if visit Bahamas. They are delicious.",positive
2403,"This has always been a favorite place of mine. The cute and cosy cafe , with its decor and lighting is the ideal place for some adda sessions.
We had ordered some shakes and lasagna.",positive
6624,Ordered from Zomato for the first time. Delivery was quick. I have ordered full plate Hyderabadi Tangri kabab and Tandoori platter. the quantity was sufficient and the food tasted decent. according to my opinion everything was okay except the tengri kabab was little undone.,negative
9441,paneer roll & chowmin taste good. but they don't send sause and salad with chowmin,positive
5153,"Nice place to have food , but according to the ambiance , food is bit costly , otherwise it's okay.

Thanks for serving me.

All the very best for future.

Cheers !!",positive
1240,Today i ordered katla kalia n sorshe vetki.. both the items were very good n fresh..service was prompt...due to some reason i called them on ph...staff was very polite n serious at his work... he resolved my problem very quickly..thank u...will order every time for fish..,positive
2951,"Been here with my friends as we were very hungry. Ordered italian sizzler and oriental sizzler. Little did i know about the dish, than it turned into a veg dish.
Environment of this cafe is quite energetic.
Lovely pictures hanging on the walls.
The service was little bit of disappointed as they were behaving as quite inexperienced one.
Food here was not very good. Potato fries was the only thing i liked in both the sizzler. Corns were not tasty. A taste of tomato ketchup was coming from oriental sizzler.
They can improve their food and the services.",negative
8513,"When you find things good, then no such words you found to describe. Extremely good . I found this very soft and filled with fresh chicken and mayo.. loving it..",positive
3467,"Kathi Rolls has a new day in the city of joy

Roll it out serves varieties of Roll at a affordable price.

Roll it out is an outlet, near sdf more opposite Ocean Grill in the lane of Barbeque Nation
.

Visited this place a few days ago!
Roll it makes some really good Rolls at a affordable price ❤️

We tried
Pudina aloo.
Paneer cheese.
Baked pizza.
Mushroom Kathi roll.
Peri peri twister
and masala twister

All the Rolls were really good in Taste and the best part I liked about this place they use very less oil and mantain good hygiene standards.

Recommended items
Baked Pizza Rolls
Pudina aloo (This was my favorite ❤️ )

Would love to visit this place again",positive
10908,"Situated opposite baracpore station..
Nothing to say about the ambiance... it's horrible... went once..Tadka is aaverage in taste here...  food is very cheap .. mainly this is a place for office workers..",negative
6789,"In frame
**1. Chicken Nuggets - Nothing unusual. It's just paying extra money for something you have for evening snacks.. 😂😂😂😂
2. Chicken Spring Roll: It was really good. It was crunchier outside and juicy inside. A perfect blend of flavours and a balance of spices. It's obviously a much recommended dish..
3. Chicken Pizza: It was good. It might not give a pizza hut or dominos pizza feeling but it was good enough. The pizza had olives, chicken and Bell peppers as toppings. The bread as soft but it would have been better if it was baked properly. Overall.. You can give it a try
The ambience was moderate but the food was good. The prices were reasonable and it's a good place for friends to hang out!! 😀😀😀**
#FoodiesForLife",positive
978,"Macazzo had been on my bucket list for a long time! Best place to get mouth watering platters at a pretty decent price.

What we had:
1. Darjeeling Pork Platter - you can't just resist this platter. It is just as tasty as it looks!
2. Chicken Greenwich Pizza - This is one of the best pizzas I have ever had. Full of mushroom and chicken toppings on a perfect thin crust.",positive
9124,I have tasted one of the best egg chicken roll in my experience in here just lovely. Exploring the small places with great food never disappoint me till now. I was so surprised when I first tasted that and I have to say you also taste it at least one.,positive
10385,"I visited this place at around 11 pm and they were about to close it but we were fortunate that they took our order , so thanks for that. Initally my thought was that the food won't be that good, but when yhe food arrived and i had a spoon , i loved it and the chicken was really tasty, we also ordered chilli fish.",positive
10017,quality and quantity is not good as per the price,negative
6106,If you want to feel like a king for a day do try the champagne brunch... a spread so large from the cold cut section to the salads to pizzas and on and on ... With impeccable service you really feel royal. Do take a table next to the pool side for nice views and dig in to their desserts too !,positive
8351,"So basically the idea of pizza in a cone is innovating in itself..we ordered

Chicken tikka pizza- i loved it..the cone was crunchy and the chicken tikka pieces with piece tasted good

Chocolate mousse pizza- the taste of mousse with crunchy cones sounds perfect,is'it ? 
I wanted to order brownie pizza was it was not available.

Food- 4/5
Service -4/5(i ordered the grand one but they gave us eco one but the behaviour of the staff was good)",positive
6322,"VRINDAM - GANPATI RAJESH

This place, located right near the St. Xaviers college is a paradise for the vegetarian lovers. It has quite an ongoing ambience along with the staffs who were more than just polite. They have probably recruited the best staffs i have visited so far.

Coming to the food, we had ordered one punjabi thali that consisted of 2 soft and fluffy naan pcs, 1 pcs laccha paratha, 1 choice of daal, 2 sorts of veggie assortation, 1 choice of sweet(the best one), achaar, papad, 1 type of rice and 1 choice of raita. The food was mouth watering and sufficient enough for two outpouring souls too.
Price - 175",negative
535,Very nice place and the ambience is too good. I loved every bit of it. Food was also very delicious. I recommend this place to everyone. Go fast.,positive
2484,"Totally dissapointed for the rude behaviour in entry gate. They take entry charges which feels me very dissapointing. Even I don't have to give entry charge in Club boudoir, JW Marriott Gold, I can understand if they take cover charge then fine. Music superb as I am regular guest over there. Good crowd, love the place. Price was to higher side. Hope to change all this problem. Over all good place to visit.",negative
2167,"Was looking for a combo but ended up having Biryani. Served with salad and raita, it tasted Good and even the quantity was great. Loved it. Recommended.",positive
3017,A very reputed restaurant located near JADAVPUR 8B bus stand. Famous for their North Indian cuisine as well as Chinese cuisine. They have several outlets in kolkata.,positive
2880,A restaurant that serves unbelievable food at such surprising rates! It's definitely a must visit who love good food without paying high rate of taxes..,positive
6183,Small outlet for chicken lovers. Serves around 20 people at a time. Took a while to serve the order but the chicken sandwich was good. Food 3.5/5. Budget 4/5. Ambiance 3/5. You've to take the order yourself from the counter. Recommended.,negative
10195,Ok ambiance but made us wait for a long time to get the food. People who had ordered later got their order and even finished eating before they served anything. The only thing that was brought promptly were bottles of Bisleri water and empty plates. My advice go there only if you have lots of time in hand. The Hakka noodles looked ok nothing great .....the Manchurian was spicy,negative
10848,Well this time I ordered online. I've been there twice. This place is okay for some snacks. Food is food and quality is okayish. Servicing time is fast and staff is polite too. Extremely value for money. Do try their spring rolls and pan fried momos. Noodles not so khass..,negative
4734,"One word. Bad. The cheese momos were an absolute disaster. They spread the cheese ( or was it cheap mayo?) over the momos, which did not blend with the stuffing inside. The shawarma salad was very average and it does not come with pita bread. Again, more mayo and veggies than chicken (perhaps not more than 20gms of chicken). The shawarma honey mayo burger was without honey and overload of mayo. In short, they should rename their joint ""Mayo king"".

P.S: how did this joint get such good reviews is beyond my understanding. They were pretty misleading. Or perhaps my taste buds went berserk.",negative
6093,"The food was tasty, ambience is well attractive and the price is average pocket friendly. I just loved the place.. Want to visit again. Priyobrota Das",positive
4130,"Had dinner here in 2010 on the 25th Anniversary of my parents...Even though am writing this review 8 years later and a lot has changed in our lives,my Baba passing away and Ma's health problems,dialysis everything I remember the food here distinctly.We had their Non Veg Thali and other a-la-carte items like Kosha Mansho Luchi etc.Food was disapointing..It is stated as a must visit for Celebrities when they visit Kolkata but for us Bengalis and Restaurateurs like us who know food it is a disappointment.Am being very courteous and generous to give it a 3* rating.",negative
3880,"In the past few months I had eaten quite a few times here, and none of them was a disaster until the last delivery I had. The tandoori roti was extremely hard and chewy---I literally had to tear pieces out of it; and by the time I finished eating it I had an ache in my jaw. Not an experience I'm willing to repeat anytime soon. The chicken bharta was way too bland for my taste, don't know why it came up in the recommended dishes. And lastly, their chicken pakora----it was all right, but what irritated me most was the extremely evident food color in their pudina chutney.",negative
5083,"We had ordered pepper chicken,veg ginger garlic fried rice,hot garlic fish,mixed Manchurian rice and hao chi special chicken.
The hao chi special chicken is the dish i will be recommending the most (although chinese but has a mughal flavour altogether) and the manchurian Rice's taste lingers in my mouth till now. Simple and cozy ambience .Would love to visit again.",positive
4111,"Ajooba Biryani Centre well Kool name but an Ajooba of its own kind ...Ordered for some Chicken Chap infact ordered for two plates and that was my mistake , both plates are neatly tucked away in my refrigerator....No one wants to eat it - It is a horrid insult to the Great ways how we love Chaaps of any kind be it chicken or mutton - But this was surely just a case of how beautiful the dish looked ( while ordering for it )  upon its arrival ...I have this habit of tasting the gravy before I gorge through any curried or gravy dish , in this case when I tasted the dish all I could taste was raw tomato and water - For as moment I thought my taste buds were on holiday too but upon tasting it again and again I could not believe that they called this pathetic dish chicken chaap ? 
The dish lies tucked away now as non of us managed to move on further to dig through the chicken floating on water and raw tomato",negative
10491,"Healthy, Nutritious, Hassle-free meals delivered right at your doorstep. 

Ordered Asian Watermelon Feta Salad (watermelon with Feta cheese and Asian crispies in sweet chilli dressing) Absolutely Delicious!!! 
Flavourbox is a healthy prepared Gourmet meal delivery service based in Kolkata. They also take bulk orders for private parties or corporate events.

Enjoy your fancy meal at home :)",positive
5900,"Agarwal's Pav Bhaji has a huge fan following specially in North Kolkata.Its a small food stall on the roadside providing you benches and tools to sit and eat along with take away option.
The Pav Bhaji here is mouth watering and really tasty.They provide quick service.What I like best is here you'll never see the Bhaji kept pre prepared.They keep making it throughout the day and also provide you with the option of No Onion Garlic Pav Bhaji and Special Pav Bhaji.
Those who love to have street food and love to have Pav bhaji must try it here sometime.I'm sure it'll be a treat to your taste buds.",positive
5074,Oh wow! Khichdi is king here . So I can generally gobble down khichdi 5 times a week and specially when it rains in the city. The bhoger khichuri here is fabulous. Even better is the way it's presented in earthern pots. You feel satiated and eco friendly at the same time.,positive
2818,"This fast food centre exactly explains the statement of ""Good Food at a low Budget"".. I had their chicken biriyani which costs only 80 and tasted quite good in a comparison with its cost. I must say at that cost they give good quality with a good quantity.. Apart from the hygiene part where they give the salads at a polythene pouch And their kitchen, there r no other complaints.
The biriyani is at a pocket pinch",negative
3912,"This joint is situated in Behala. Haven't ever visited there so really can't comment about the decor. 

Ordered a fish tikka in order to change a taste with the surrounding food I had. The price is cheap but what I found is that they are not using Bhasa fish. It's probably Pangas Tangra or Something else. The recipe was decent to taste but not the fish. 

I don't why majority of this small joints are not moving to Bhasa Fish. 

I know a supplier of the fish in Behala if you want to contact..Call at 9051345272 for reasonable rate of Bhasa Fish & Prawns.",negative
3256,"I can't complain about the food. Food is absolutely delicious and great. The problem is with the service. Its really bad. The place is unnecessary crowded as the service is really slow. Most of the items aren't on menu so you end up ordering what the have rather than what you want. Also our starters was taking longer that they didn't inform us, and rather they served main course before starters. It was a really bad experience. I wouldn't recommend this place. Though food is really good but going to the place will completely ruin you mood.",negative
10044,Best place to eat some tasty food. But interior's of this place should be improved along with the service. Overall food is good and along with the wide range of different foods available there.,negative
4204,"It's a nice little outlet in this locality. Went with my family some days back and had a great time. The food was good in terms of quality, quantity and taste. Decoration is decent and service is cordial and prompt.",positive
6325,"Food was too good in taste and we have also ordered some shakes which are real good abd all the stuffs are so friendly there .
It was a great experience visiting that place .
Thankyou.",positive
2358,"The ambiance OMG ! It is to die for. Vintage feel
The service was really good and the staffs were very polite too.
Ordered Tandoor roast chicken pizza and fish fry.
The presentation of the food was very good. The fish fry was crispy from outside and tender from inside which is perfect. It was french fries.
And the pizza had a lot of cheese and it also tasted good. Yah...this place also serve you alcohol. Overall a good experience.

Food: 4/5
Service: 4/5
Ambiance: 5/5
Affordability: 4/5",positive
8012,"Yesterday I with 3of my friends went to this place.
Ambience:Homely environment.
Staff behaviour:I personally didn't like one of their staff behaviour , literally he was forcing me to order his suggested food and also was behaving very rudely.Other staffs were nice though.
Food:We had ordered schezwan rice,Thai rice, Manchurian chicken and Hong Kong fish.Quantity was more than enough for the 3 of us.The foods were absolutely opposite to their names,Hong Kong fish suddenly became sweet despite the waiter warning us on its spiceness.Food was super oily.We felt very heavy on eating very less.
Won't be visiting again!
I know it was during the festive season but the restaurant was not at all crowded ,so that can't be a reason for their bad food and behaviour.",negative
1875,"Small cozy place, really good pizza although the service is a bit slow. The cheesy pull apart bread is a nice concept and something cheese lovers should not miss. The price is slightly on the higher side though.
Ambiance 3.5/5
Food 4/5
Service 3/5
Value for money 3/5",positive
564,"Aminia has so much more to offer than just Biryani. I've always been fond of their chicken roll. Crispy and scrumptious. Also, Aminia's phirni is PERFECT.",positive
8124,Just ordered from zomato. Chicken noodles and chicken wings. Noodles was pretty average. Coming to wings the chicken was not fresh. Minimum food quality should be maintained.,negative
1228,"The ambiance is a perfect setup of the Afghani culture, only thing missing would be sitting on low couches on the floor and eating together because as much as i know they love sitting on  the carpet and dining together ! Nevertheless the food is a bit towards the expensive side, but the taste is a liitle above average. We tried the Peach Pina Colada and it was exquisite! The we ordered the Kandahari Laham which was the signature dish here and we absolutely loved it. The minced mutton meat was nicely cooked with spices. The angari tandoor had loads of potatoes instead should have been a mix of mushroom, baby corn and capsicum. A good place in City Centre 1 to come with friends and family!",positive
2716,"Lovely ambiance located nearby my home dat is plus point for me, music was good ,hookha, food & drinks are good, staff members are also good, quick service...",positive
3004,Pot sticker is situated near jogumaya devi collage.Joint is small but well arranged.Decoration is good.we ordered Sechzuwan Egg fried rice n hongkong chicken.taste is very good.quantity is enough for two.staffs are friedly.budget friendly.highly recomanded.,positive
6864,It was a good experience. Value for money. Starters were superb. Even the main course was very good. We had a very good time. Simply better than others.,positive
6172,"This food outlet is not the oldest but was open few years a back.They serve different items such as sandwiches,garlic bread,pasta , coffee as etc.I ordered vegetable cheese burst sandwich and cheese toast.Both the items were excellent in taste but i personally liked the cheese toast which was full of cheese.The vegetable cheese was sandwich was full of cheese and mayonnaise.",positive
3389,"Economical and damn spicy to sum up my experience. Had ordered a thali once which was pretty basic, mix veg which was not great, Butter panner masala amazing, 2 rotis, rice and daal tadka, along with dhai.

Has also tried special thali which had Punjabi aloo which was damn amazing, but the rice was damn sweet didn't like it at all.

Also tried mix raita which was spicy, like who makes raita spicy??
Order when you need your food spicy.",negative
2163,"Ordered amitsari dal makhani, mushroom paneer and gulab jamun... For lunch ... Its tasted so delicious... I am not vegan.. and mostly order foods which aren't veg... But for family request i tried out these dishes who proved that yes veg food are tasty... Specially the mushroom paneer... I loved it the most... The food quality and quantity were worth the money... Gulab jamun also was served hot with rabri....eager to taste other dises too ...",positive
7079,"We we're searching for a place to sit and co-incidently we came across this restaurant...we didn't had any idea about the food ,as we were craving for Noodles so we ordered egg noodles and garlic chicken along with blue lagoon and lime and orange juice ... Food quality and quantity was good ..blue lagoon was ok but lime and orange juice didn't turn out well ....beautiful part about this place is that they play Bengali light songs and music ...which is really pleasant..so for a casual dinner you can come to this place and it's pocket friendly.",positive
8334,"It is located on a small lane beside Ballygunj New Market namely Nandy Street.

The place has such a vibe that one feels like one is having an adda session right in their own balcony or drawing room. The person taking orders is so chill and always comes by and asks you what you need but never pressurises you to give orders just because you're done with your cup of tea or coffee until and unless they've customers waiting.

All french fries taste same because all are nothing but mere potatoes which everyone knows. But the one they serve here is super duper different and tasty.

The ambience is so chill and soothing that one feels like they're at their own house. They also have a books section from where you can read the books and buy them. The collection they've is to die for. I got one Sunil Gangopadhyay for myself. A must visit for anyone and everyone.",positive
9164,"Went to coriander few weeks back. It's located just beside the main road on chinar park. The ambiance was okay. Food was great, since it is a multi cuisine restaurant, we did try different types of cuisine. The behavior of staff was great. The quality of food was also good for most of the items.",positive
408,The rolls especially is very famous here. All the time the shop is filled with crowd. The Biriyani is also very good. The tikia roll is my favourite from haji along with the chicken Biriyani. It also has an air conditioned sitting arrangements where you can enjoy your food. The prices are not too costly all in all a good place to eat.,positive
756,Highly dissatisfied with the service and quality of the food. Even during puja they have increased the prices and also the taste was so awkward,negative
6847,We order/ take away food from here quite often. The food quality of this place is always inconsistent. The only thing regularly decent are the momo dumplings. Even the sauce alongside it is always changing in taste. They also charge for packaging. The package however is very flimsy.,negative
4414,"A joint near regent colony tollygunge.. And known for its Lassi and Kachori and Jalebi and Gulab jamun list is never ending..
Kachori is like phulko luchi in Bengali.. And their Gulab jamun is like heaven..
Bon appetit 😀",positive
707,"Calcutta 64 always best restaurant of my priority list. I always want to visit this place and finally did a few days back. I had try many dishes from their menu list.
Snacks bbq chicken
Steaks fish steak
Baked pepper pasta
Smoky chicken and cheese wrap &
One cappuccino.
It's a very spacious cafe with classy look & beautiful interior.
Services was really good, well behaviour staffs.
And this restaurant is really pocket friendly. Shreya Das Saraswat Dey .....",positive
9512,"So,this place is not too far from my place, we order egg Hakka noodles and chili chicken.The quantity and quality of noodles is very good I must say that. But I am little disappointed with the chili chicken,they were pale and chicken was not at all tender.
Yes I will again order from this place for my noodles craving.",negative
3068,"Have had dosa, idlis, Vadas. Everything here is standardised. The same taste since years and they have maintained the quality. Only wish they would not add sugar to the Dahi vadas. Not required. Everything else is good.",positive
2928,"Charcoal Grill is really awesome restaurant.
Here food quality and food hygiene is just awesome.
Here tandoori chicken and also sea food tastes good.if u have zomato treat membership and order for home delivery, restaurant serves u complimentary dishes cream caramel",positive
5699,Its near the main road and you won't miss this place if you are passing by.. has two rooms on either side of the corridor on the 2nd floor. Nothing special regarding the decor.. a well maintained place with polite staffs.. A popular place in this locality and very popular among the students of nearby colleges!,negative
5795,"Small place with limited seats. Dull ambiance.
The owners can work on the ambience.
Staffs were nice but preparation time was too long.
Ordered a cheese corn dosa. They took almost 40 mins to serve.
Dosa was tasty with good amount of cheese and corn.
Chutneys they serve were also good enough.",negative
10707,"A new little place, is opened in the streets of golpark. You can guess it right, by the name. Yes, they're specialist in making different types of pizzas. I am a blindly pizza lover and thought of checking this place out too.

We ordered -
➡️ BarBQ Pizza.
➡️ Smoked Pizza.

The base of pizza was pretty normal, nothing special I thought. You can even make these kind of pizzas in your home. The place is not at all we decorated. The ambience is pretty simple. Also, the space is very small. I guess they have to work hard more for impressing their customers.",negative
5870,"Nice and homely food. The list of veg and nonveg items are pretty good in number , be it starters or main course. 
We have ordered aaloo bonda, onion pakoda, veg stew, mutton ghee roast, kerala chapathi (bigger in size) and malabar chicken fry. All were mouth watering. Last but not the least kerala food journey remains incomplete without a coup of filter coffee served in typical kerala style which is available in this food joint too. 
Keep up the good work !",positive
2642,"Not bad, not great.

Had the food delivered by Zomato. The packing is good. We ordered butter naan and paneer butter masala. I personally like naans which are thinner and crisp but that's not quite the case here. They aren't bad, but not great either. The same goes with the paneer butter masala. It's decent. I would perhaps order from here again. Not a definite recommendation but you could try it for yourself once. You might just like it.",negative
9488,"I ordered the roast chicken pizza. I wasn't expecting anything good from here because mostly non dominoes/pizzahut restaurants don't make good pizzas. But it was an exception! I really liked the flavours. The big chicken chunks and the oozing melted cheese!!! The price is also very reasonable, would love to order again.",positive
8281,"Ordered their egg chicken roll, the delivery was on time and the food was good. There was a reasonable amount of chicken inside and the paratha was crispy enough. Tangy in taste.",negative
9008,"We Have Been Visiting This Place Quite Often and Had Tried Various Variety Of Dishes ... Starting From The Starters To The Main Course & Others Items Snacks + Beverages.
Its A Very Good Place For Dining in with Friends & Families.

One of the Best Place I Have Explored in Salt Lake Sector V Webel....

Staff & Manager are Just At Their Best in Terms of their Excellent Service and Very Helping in suggesting the Best For You.

Please Visit Once and Im Sure You Would Love to Be a Repeat Guest ....

Gravity All The Best For Future

Gravity Rockzzz ❤

Regards
JOHN",positive
10715,"Around 10 PM, when we went into the place, it's near empty. Order a chicken biryani. And that was nice in deed. Less in oil, full of flavor and freshness. Complementary raita was good too. I can safely say that the biryani was better than that of Aminia's & Arslan's. Service was polite and prompt.",positive
628,"Went there one Friday night with a friend. We had to pay ₹1000/- cover charge for a couple. It was very crowded but the service was quite prompt.

We redeemed the coupons for a cosmopolitan, a fresh lime soda, a chips bucket and fish fingers.

The chips was crispy and was served with a delicious dip. The fish finger was served with French fries, salad and a dip. The portion was very good and everything was cooked perfectly. The drinks were also delicious.

The ambience was also very good and the crowd was decent. The DJ played some peppy music and after having the food we danced for sometime. I would love to come back here again.",positive
10679,"The worst biriyani i ever had in my life. The mutton biriyani don't have any smell or flavour of a biriyani. It is just a very spicy yellow rice.

We also ordered kebab platter. Chicken tandoor was very hard, reshmi kebab was very tasty and other kebab was so so tasty. Garlic nun was just a nun with no flavour or garlic and also it was packed very badly.

Boneless chicken butter masala was tasty. I will not recommended this place for people",negative
4816,"✔️This place can be tried if you want to have quick bites.
🔶Food
🔺chicken steam momo - 6 pcs momo, soft with good stuffing.
🔺chicken fried momo - 6 pcs fried momo , good stuffing , a little bit oily
✔️they also gave soup and a chutney. soup was tasty but too watery and the momos were very small in size.
🔶price - ₹113 including packaging charges of ₹16 . Also i got a 10% discount on my order.",negative
11405,"its a gud place located in sec5. staff was friendly and ambience is gud too. place is spacious and food in terms of quality, quantity and service every thing is.fine",positive
11255,"A perfect place for Outdoor dining....
Food quality was good but not excellent....
Ambience was romantic....
Overall good experience...
Will come again....",positive
3262,We ordered mixed fried rice and chicken butter Tikka masala. We took away the food at our home. Coming to the taste.. Chicken item was very delicious and the fried rice was also good but I think the price was a bit high compared to the taste and other similar restaurants. Packaging was good and service was also fast.,positive
11384,"The most 3rd class service from the restaurant manager. No work ethics, no service ethics, no mannerisms, rude behaviour. I will suggest all my friends and relatives, not to go there.",negative
10197,"Well the food here is not exactly delectable but is also not unsavory. I went there a couple of times, ordered both the vegetarian thali as well as the non - veg one. Non - veg in the sense that I ordered two different fish items. Both tasted exactly the same! All the different items....whether it is Quorma or Qualia or Kosha....tastes quite the same actually.
This has always been a common problem for most mediocre eating joints. Whether it is a chicken item or a mutton or a fish item, there is just one omnipresent gravy. Everything goes in there and gets served in separate bowls! That's the only difference.....
But still....the gravy was not bad at all....that one omnipresent gravy was indeed quite tasty.",negative
9281,very good,positive
71,"Tallest dining space in Kolkata. Both indoor and outdoor. Think about a view of entire saltlake and sector v along with sip from your favorite beverage. Wonderful ambience and great staff. Highly recommended for any office or personal parties.

Food quality is too good even been the variety been less from other buffet places.

Please visit just to enjoy the ambience.",positive
2010,"Visited the place for the first time .. Ordered a pan fried chilly fish, chicken sweet corn soup, veg rice, garlic chicken, 2 Heiniken and lastly a butterscotch ice cream scoop as desert. This entire thing costed Rs 542 (via EazyDinner, apart from the beer). Food was good and tempting .. The staff was also polite apart from the guys who were serving food at the table. Every moment they kept on asking,whether I'm done with the food or not, this annoyed me a lot ...
Overall experience :
Ambience : 4/5
Food : 4/5
Staff : 3/5
Food pricing : 3/5",positive
7971,This is a small restaurant at Jadavpur.We took chicken boxes which had chilli chicken and fried rice. The food was amazingly tasty and was enough to satisfy your huge hunger.They packed it well enough. It turner out to be a super good restaurant...just a must try one!,positive
8253,"Its being a lot time I have been to that place but still i would like to share the experience
I came to know about this place from nearbuy app ..When we visited this place I found Me and my friend was the only person who went there..Interior was good but service was soo bad.It took more than 10mins to serve drinks when there were no crowds , we were only there...Then we ordered Paneer tikka , vodka n whisky ....food was good but drinks 👎..",negative
9998,"Was there for dinner yesterday...i.e 12/08/18 with friends. The staffs were not prompt and it took too much of time for food to arrive. Though I love the food here, this time the quality was below standard.
Very very unhappy.",negative
5286,"Visited here during the pujas for lunch and this place is really good
We ordered chicken and fish kebabs for starters(i do not remember the names)
Chicken makhani
And two chicken dishes( again i forgot the name)
Tandoori roti and cold drinks..and phirni for desserts
And the bill was only rs 2000
A must visit
They are serving quality food at a reasonable price",positive
1283,"Launch Of New Oriental Menu At @orkosrestaurant .

A Good Place To Hangout If You Love Seafood And If You Are Non-Veg Then It's Gonna Be A Delight You've Variety Of Options Here At Orkos..!!
And Even If You Are Vegetarian Don't Be Disheartened, They Have Got It Covered..!!
Being A Vegetarian I Really Like The Place..!!

Decor - 4/5
Staff - 5/5

In Frame :
Veg Noodles & Manchurian.
Veg Dumpling Soup.
Steamed Momo's.
Veg Stir Fried Sweet Corn.
Pineapple Mocktail.
Fried Ice Cream.",positive
2999,"I ordered 2 mix veg ,1 kashmiri aloo dum , 7 tandoori roti ,1laccha paratha. All were average. Packaging was good, delivered on time. 1plate of food is for two person's. All good tasted good. Aloo was not properly boiled.",negative
7349,"We ordered hing kachoris and khasta kochuri. Unfortunately, there was no smell or flavour of hing at all. The side alur torkari was okay. The khasta kochuris had an extremely dry filling which tasted so bland. There was no accompanying chutney also. For the price they are charging, food quality is not at all upto the mark.",negative
10483,"Worst food...i have ordered pasta, baby corn and pizza..the base of the pizza is so hard and the pasta is not properly cooked..if you want to eat unhealthy food u can go there.. worst experience.👎",negative
3018,"This food joint is located near Jadavpur 8B Bustand. It serves some amazing items and combos as well at an affordable price. Last afternoon we ordered from this place and totally in love with every item we ordered.

Items we ordered from their menu :

ROLL NO. 1 : This roll was totally different. It was loaded with boiled eggs and chicken. This one is highly recommended. - 5/5

AJAGARH ROLL : This roll was huge and delicious - 4/5

FISH KABIRAJI : Fish kabiraji was totally lip smacking. Don't forget to order this one guys. - 5/5

NON VEG COMBO : This combo contains with Hakka noodle, fried momo & chilli chicken - 4.5/5

SPECIAL NON VEG COMBO : It contains Hakka noodle, fried rice, chicken drumstick & chilli chicken. This combo is simply amazing. - 5/5

After trying these amazing items I am definitely gonna order from this food joint again.",positive
9965,The paneer was stinking and sour. totally spoiled,negative
7058,The restaurant is good but it's not spacious enough .....the quality of food and services are up to the mark.....the ambiance is nice I would suggest my friends that do give it a visit !,negative
5400,"Best restaurant in Uttarpara till now..

Price is high but quality is in higher side...

Blue lagoon - 110 INR
Rating- 3.5/5
Not bad at all.

Murg tandoori(Full) - 290 INR
Rating- 4.5/5
Very nice preparation..

Taiphun Chicken Grill/Sizzler - 350 INR
Rating- 4.5/5
Hot & Spicy...

Overall a good restaurant.. You should try this one..",positive
11187,"Ordered their Kimbap for home delivery through Zoamto.
Tasted decent.
Though I won't compare it with sushi but still it tasted good.
The portion of food was also good with respect to the price of it.",negative
2483,"A great place to hangout with friends. Though the drinks and food are at a sky high price which, given the taste and quantity, its pointless to order anything but since i was carrying a voucher, it didn't pinch me much. A major complaint is the music played here. I mean its ok to play rock but once a while Bollywood numbers or even remixes won't hurt anyone.",positive
4670,"Well... My experiences are so so..
Tried many items over here.
Loved the bread section..
Nd some chicken item also.
Once ordered dal makhani.. Nd it was just too bad.
I love the chilli babycorn here.. Nd chicken drumstick..
Nd am crazy fr a item in desert suggested by one of their stuff.. Forgot the name but choco cake with vanilla icecream nd hot chocolate sauce.
Sometimes they are very slow.. Bt the stuffs are good.
Should i give 3.7 to it?!",positive
1472,"I have tried Wow Momo before but this is the first time I'm ordering it from the Barrackpore outlet. I ordered Chicken cheese fried momos and they taste heavenly. The only gripe I have about wow momo is that their prices are exorbitantly high. I had to pay 230 for only 5 momos. They should definitely bring their prices down.

Food - 4.5/5
Price - 4/5 (Lower is better)",positive
2547,"Was looking for a Cheap Biriyani option and hence, ended up ordering from this food joint via Swiggy. We ordered Chicken Biriyani, Chicken Chaap And Paratha via Swiggy. The Biriyani was good considering the price paid for it, the Chaap could’ve been better and the Paratha was average. Packing was really bad. Pocket Pinch is extremely reasonable!",negative
9883,"Good restaurant...but not for taste,if you have small budget then go for ashirbad biriyani,or try de bapi if you have enough money...also the space is too small... approximately 7 or 8 peoples would sit together for eat... overall it's not too bad but needed to be changed the quality of taste as competition gets tougher...",negative
10497,"They don't have any idea of making human edible food
It's like I gave free money to them
On the name of charity bcoz (the food) actually shit is not any human food",negative
270,The place is good for party goers. Food served us tasty and delicious. Overall portions are a bit less. A great way to spend your weekend nights.,negative
